what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345837658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345837690
started,bundle,org.eclipse.wb.swing.FormLayout.lib,1.3.0.r37x201202021417,"org.eclipse.wb.swing.FormLayout.lib",1452345842017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345856697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345856730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345860478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345860494
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1452345927092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345953075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345955995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345973569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452345973607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1452346024212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1452346025223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1452346026217
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1452346081768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346104878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346107943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1452346260216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346276263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346276305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346360221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346361417
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1452346362956
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1452346421885
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1452346442147
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1452346442152
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1452346442156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1452346558830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346562526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346572586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1452346590756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346593386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346596957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346640086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452346644865
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1452346648644
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1452346648651
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1452346648653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452347634700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452350530090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452350530244
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1452350538682
error,log,,,"Unexpected runtime error while computing a text hover",1452350552316
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1452350556980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452350560469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452350561567
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1452350561602
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1452350561723
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1452350562365
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1452350562549
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1452350562552
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1452350562555
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1452350562559
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1452350562561
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1452350562564
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1452350562566
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1452350562568
